	cellLine	tsne-2d-one	tsne-2d-two
670	MCF102A	59.576992	22.215834
671	MCF102A	59.52935	22.387913
672	MCF102A	59.18548	22.61633
673	MCF102A	59.551743	22.035294
674	MCF102A	59.43268	22.149546
675	MCF102A	59.59819	22.17908
676	MCF102A	59.54142	22.23481
677	MCF102A	59.90733	20.975
678	MCF102A	65.29775	1.6103784
679	MCF102A	62.47955	20.098894
680	MCF102A	65.6704	0.9577222
681	MCF102A	61.264187	20.7645
682	MCF102A	59.421223	21.638973
683	MCF102A	59.545883	21.118544
684	MCF102A	59.534405	21.267845
685	MCF102A	59.253265	21.692978
686	MCF102A	60.775753	19.81817
687	MCF102A	60.2993	20.996925
688	MCF102A	64.08961	3.5524125
689	MCF102A	61.16597	19.881952
690	MCF102A	52.813488	13.186753
691	MCF102A	57.339092	3.6264098
692	MCF102A	38.390175	3.5999095
693	MCF102A	35.368675	-16.640553
694	MCF102A	59.331467	16.015993
695	MCF102A	58.42977	23.60175
696	MCF102A	58.08007	23.009491
697	MCF102A	58.8627	15.8393545
698	MCF102A	29.117664	6.3411274
699	MCF102A	29.04807	6.322557
700	MCF102A	43.25569	9.911461
701	MCF102A	57.936703	15.113197
702	MCF102A	52.7546	21.844105
703	MCF102A	51.14148	27.653358
704	MCF102A	51.206104	19.220098
705	MCF102A	51.04819	18.851463
706	MCF102A	39.85344	1.8709619
707	MCF102A	45.49888	-1.2384211
708	MCF102A	28.922195	-1.4540893
709	MCF102A	59.360844	3.8075666
710	MCF102A	45.094826	25.129917
711	MCF102A	49.349037	19.072105
712	MCF102A	49.566555	19.0985
713	MCF102A	49.406673	18.531021
714	MCF102A	48.35862	19.480577
715	MCF102A	45.354046	25.73548
716	MCF102A	51.821377	20.016996
717	MCF102A	51.560577	20.125027
718	MCF102A	50.607616	18.429651
719	MCF102A	51.90186	18.021584
720	MCF102A	32.11602	7.9976463
721	MCF102A	39.4711	2.8725224
722	MCF102A	33.05555	18.294764
723	MCF102A	32.66908	19.109177
724	MCF102A	32.83204	19.0521
725	MCF102A	32.86439	18.806479
726	MCF102A	29.698694	10.713249
727	MCF102A	44.406693	29.426306
728	MCF102A	46.872295	29.282057
729	MCF102A	39.27713	12.3387375
730	MCF102A	39.039833	11.707619
731	MCF102A	39.030254	10.063207
732	MCF102A	37.350765	-18.971495
733	MCF102A	33.92449	-20.669825
734	MCF102A	34.290123	7.9736996
735	MCF102A	37.993465	12.28228
736	MCF102A	49.189865	5.1198225
737	MCF102A	49.23585	5.171402
738	MCF102A	51.108307	-6.9022646
739	MCF102A	53.208515	-5.4684343
740	MCF102A	53.975605	-7.418808
741	MCF102A	56.581898	-1.5437318
742	MCF102A	37.469334	10.945963
743	MCF102A	34.70744	11.430759
744	MCF102A	64.64626	12.581019
745	MCF102A	53.3135	13.31161
746	MCF102A	53.376575	11.323111
747	MCF102A	49.20564	21.668438
748	MCF102A	48.781612	21.838806
749	MCF102A	50.884594	21.648571
750	MCF102A	50.248684	19.862257
751	MCF102A	52.96979	16.181023
752	MCF102A	51.680412	17.163631
753	MCF102A	35.89191	1.8043448
754	MCF102A	31.826263	0.7262016
755	MCF102A	50.42016	17.528225
756	MCF102A	70.47424	6.4183707
