	cellLine	tsne-2d-one	tsne-2d-two
637	MCF102A	0.081214525	3.8517842
638	MCF102A	0.15796593	3.7655172
639	MCF102A	0.10093158	3.7761467
640	MCF102A	0.14007197	3.7491865
641	MCF102A	0.2690973	3.768121
642	MCF102A	0.25331065	3.7355394
643	MCF102A	0.23704426	3.4951775
644	MCF102A	0.26649183	3.5053523
645	MCF102A	0.28727317	3.335609
646	MCF102A	0.34434044	3.1371174
647	MCF102A	0.49716097	2.8687856
648	MCF102A	0.5283328	2.777308
649	MCF102A	0.48738912	2.8546283
650	MCF102A	0.49386048	2.931854
651	MCF102A	0.4752479	2.958707
652	MCF102A	0.47716215	2.9710987
653	MCF102A	0.45463967	2.8905795
654	MCF102A	0.36759368	3.0409245
655	MCF102A	0.38903773	3.0471616
656	MCF102A	0.44808453	3.167858
657	MCF102A	0.5585477	2.9836051
658	MCF102A	0.6444709	2.9825976
659	MCF102A	0.54052615	2.9333625
660	MCF102A	0.6748712	2.472483
661	MCF102A	1.0932854	2.120307
662	MCF102A	1.1220323	1.9922149
663	MCF102A	1.1072974	1.9745169
664	MCF102A	1.2633473	1.8675283
665	MCF102A	1.3803126	1.8470844
666	MCF102A	1.423918	1.833899
667	MCF102A	1.483553	1.665031
668	MCF102A	1.4928501	1.6833156
669	MCF102A	1.6803461	1.5002326
670	MCF102A	1.7308136	1.5191365
671	MCF102A	1.7147757	1.4377435
672	MCF102A	1.7014608	1.4521402
673	MCF102A	1.7468624	1.3996868
674	MCF102A	1.557556	1.589783
675	MCF102A	1.7599347	1.3915867
676	MCF102A	1.7624109	1.383164
677	MCF102A	1.8507801	1.2946459
678	MCF102A	1.8280069	1.3190395
679	MCF102A	1.9983317	1.216635
680	MCF102A	2.3999927	0.91541624
681	MCF102A	2.3187644	0.9863957
682	MCF102A	2.0773077	1.176112
683	MCF102A	2.258852	1.0389054
684	MCF102A	1.7451317	1.3832842
685	MCF102A	1.661611	1.4077405
686	MCF102A	1.8711238	1.2514588
687	MCF102A	1.8659708	1.240234
688	MCF102A	1.857956	1.2435412
689	MCF102A	1.9332818	1.2089167
690	MCF102A	1.901124	1.2215554
691	MCF102A	1.831406	1.262874
692	MCF102A	1.7852868	1.3029623
693	MCF102A	2.1017368	1.1037836
694	MCF102A	4.2669215	0.26171985
695	MCF102A	4.246252	0.2740204
696	MCF102A	4.2887697	0.17170642
697	MCF102A	2.308283	0.9436361
698	MCF102A	2.3554819	0.9127119
699	MCF102A	2.4013302	0.8999824
700	MCF102A	2.6153738	0.7803565
701	MCF102A	2.5264835	0.8314445
702	MCF102A	3.619436	0.41999722
703	MCF102A	2.1125498	1.0827193
704	MCF102A	1.9728878	1.1933712
705	MCF102A	1.6863669	1.3925276
706	MCF102A	1.6271446	1.4216231
707	MCF102A	1.6601212	1.3768098
708	MCF102A	1.598936	1.4303758
709	MCF102A	1.6354216	1.4511222
710	MCF102A	1.5925975	1.4825602
711	MCF102A	1.5097545	1.5191454
712	MCF102A	1.5232402	1.5051312
713	MCF102A	1.5296276	1.5089126
714	MCF102A	1.5218049	1.47605
715	MCF102A	1.5361893	1.4519058
716	MCF102A	1.4768137	1.5042988
717	MCF102A	1.4273908	1.5247891
718	MCF102A	1.376586	1.5480351
719	MCF102A	1.3816009	1.552732
720	MCF102A	1.3888009	1.5486895
721	MCF102A	1.4714789	1.4492218
722	MCF102A	1.5120093	1.4373082
